tweets,sentiment
@michellebyrne_x coolio guess what i have shell  aww i'm going miss you hen  x,0
@missy_jade it in time  I understand if you do sell it to someone else... I just thought i should let you know my circumstances,0
i keep reading contracts as cataracts... Someone should bring me panera ,0
"@RichMiller Oh man, I'm really sorry  I hope you had a bunch of good years at least.",0
Great sunny day.  Too bad I have to give up this convertible so so soon.  And I mean like today ,0
Sore throat  don't feel good. I hope it doesn't ruin it for sat.,0
"@dougiemcfly NO, you is not stupid ",0
Im done Eating Me Butter Toast..i feel enrgized!!!! im on facebook there a pedo who want my number ,0
Playing pool. Wish i was at gb ,0
Hard day for me  http://myloc.me/40By,0
loves her lovely mother. She makes everything better! I'm really going to miss her! ,0
:O look at that rain! ,0
"@jash001 but i need about another 200 pages  and i'm sniggering away, oh how I laugh...ha ha ha! ;)",0
It's wayyy too early to be awake  happy Monday !,0
My dog has been missing since Wednesday night   http://tinyurl.com/qnxq94,0
cant get onto tim  cant dont kno how im getting to night service at church tonight now  upset now  if any1 can gimmie a lift let me know,0
today's #kettlebell session was a fail  http://tinyurl.com/lxuh24,0
"on 1 July, Adobe will raise GBP prices of CS4 products by up to 10%. (via @danoliver) they truly ain't listening  http://tr.im/adobe #fb",0
@munchasushi no! im in the theater right now. they sold out right when we got there. ,0
@PDaisyJewelry  I'm right there with you.  It's so hard to function with the painful sinus stuff!!!,0
i am not a sult!!!!!!!  am i?,0
@AimeeJ16 p.s.: $750 for me + $750 for my friend! ,0
T-t-t-tummy ache ,0
@cathalFTW I've been trying LOL now I have hiccups  this is mental.. Thanks for the advice buddy,0
@MelissaDeCou i want to go but it's fathers day on sunday !! ,0
@marticastro miss you yegua! ,0
"Family day at church today, and my family will be at home. Jennifer's still recovering from her surgery. ",0
"I'm not on Twitter enough for my replies to ever be relevant  On a plus note, 2 phones means you can call 1 when you cant find the other!",0
@tommcfly What about Chile? Still remember us? Feeling ignored by you it's deffinetely not a good feeling ,0
iim hungry and i dnt wnt to eat pb&amp;j no more ,0
guess who just ordered another bout of Mc'lovin'. yep this fat slob right here. ,0
"@EveEveEve I'm sorry to hear it, you don't deserve that  ",0
"Happy fathers day daddy, wish I was home with my family  ....Only love can break your heart",0
@qteepye1481  dang it was a mistake lmfao wat u aint sending another request fine :p meany lol,0
I'm saddened by the lack of Melissa! ,0
Even while i h8 him he's all i think about x wats wrong wiv mee x i noo im in dangerous waters here but the tides taken me  xxx,0
i lost my voice.. ,0
@upsgurl She's with her family until 6 or so.  She can't make it.  ,0
"just got back from the BBQ, i got sunburn on my legs, well sore ",0
Jaja broke my effin pen.. I s-till dont feel good. Need sleep. ,0
how long have I not been signed on my aim and yahoo??? I didn't kno I was logged out ,0
Goodmorning twitter land. Getting all the kiddos ready and we are headed to eat and then shopping for summer clothes. not fun at all ,0
"@KarolinaGirlX @nikkidreams personally I prefer to save for natural extensions specially 4 going out, wigs are fun but not 2 be respected ",0
i miss Lia ,0
@Islavu I don't have HBO ,0
That Was Oh Too Quick. What The F&amp;%$ It's (SUN)DAY. I Don't Wanna Be In  (SMH) I'm Getting Out (Lol),0
@mommasqwirl everything. this thunder is scaring me so much. ,0
It's official! I'm going to have an educational summer. Owh God. Bless me ,0
@idareyu2fall4me you don't wanna know about the NKOTB...so I can't explain to you what Tink is...you won't understand ,0
"@randomvector Twitter doesn't work well on my mac, I can't DM you, I eez sorreez  Trip is stressy &amp; hasn't actually begun yet.",0
"@bitofwhimsy I'm sorry, my 5yo is that way about his hair he was all for a mohawk until he belatedly realized the sides would be gone ",0
Grr sometimes the people at gordons are bitches ,0
My friend moving to France is becoming too REAL !!!  ,0
i AM SOOO BOREDD AND MY AND ANDERSON JUST HADD ANOTHER FiGHT    *tear,0
THINKING WELL IT REALLY DOESN'T LOOK LIKE IMMA GET NO SLEEP.... DIS BASTARD JUST BOOKED ME MORE STUDIO TIME THANKS LO ,0
wishes he was at the carwash ,0
Stars and Sons was hard to review. Didn't grab me instantly this morning so will have to delay the review to a 2nd listening tomorrow ,0
"Have been watching cute shirt on eBay. Ends tomorrow &amp; noone had bid so thought I had it in the bag. Alas, the bidding war has begun.  !!!",0
"@gaylondon very nice, but get that drink away  from it ",0
that hour or two at the pool turned in to a bad sunburn  crap,0
@SomersetBob yep.....i generlly have to go through patient medical notes all day and cross check stuff ,0
Muwahahaha .... &gt;.&gt; hides behind pink font... but it dont work too much cuz this is black and not pink  @BoxerBritt,0
@gummibalu aw.  what kind of specialty is he doing?,0
I'll be home tommorrow guys...nooooo  so sad,0
"rats, the director i was hoping to meet (been trying to catch him the last 3 times I've been here) had to pull out of our meeting ",0
NOT rehired after all   crap i need a job.,0
wish i was at give it a name tonight ,0
off to the gym -I am really forcing myself to go! ,0
My chiropractor literally broke my back today  Off to docs later for horse tranquillisers.,0
@Mimiteh26 She got a time out.  stupid bitch can't shut up.,0
feeling sick  Ready for the weekend!,0
"...Everytime I want to go to sleep something stops me--first, Danny Zuko--and now, a fever--This cannot be happening before finals! ",0
@chavelita wow... I just think someone should send me something here in cincy to cheer me up ,0
On campus for the last time  Picking up my cap and gown...,0
Zomg - totally came into work 30 mins early. I am a moron  I could have used that sleep too ,0
@JLSOfficial .. awww bad news on missing out on the sun ! .. the pic didn't work  .. x,0
@officialrmc me too ,0
Oh the delightful morning garlic breath on train! My sensitive nose is both a blessing and a curse! ,0
"Just had some red sky crisps, bacon &amp; cream cheese. Sooooo nice I want more  http://twitpic.com/3ixh8",0
Facebook...if you're out there...listening...then hear this...you're gay!!! why you gotta be so gay...huh...facebook??? ,0
Someone had just ran over a kitten in my street. Guys tried to help it but is under a car an in real bad shape  poor wee guy!,0
londiste initial copy is killing me....  #postgresql #londiste #skytools,0
4 am came way too fast ,0
has subscribed with Alchemy twice to get an alpha download but they haven't sent eet yet  - Speak of the devil!~ (be careful what you say),0
"Omg, stupid twat security keeps stopping me from recording! ",0
coming to terms with the fact that only puddle jumpers come to Northwest Arkansas. . .claustrophobic planes all summer long ,0
@bronteberlin that is hard.  I am not upset just grossed out. ,0
It was  a nightmare...a terrible night ,0
@DonnieWahlberg  I wish I had the opportunity for a real hug and not a twug! ,0
"@symphnysldr aww, that's adorable. i'm laying in bed trying to sleep but i can't  reply to me to keep me occupied? because im boreddd",0
My stomach hurts.  and i'm bored. ,0
"oh noes, more crazy gem problems on ubuntu ",0
arghhhhhh...wanna my voice to be back ,0
"OF on the peppercorn, feeling sick now ",0
Disappointed with breakfast ,0
"@bebeld thank yoooou, bff &lt;3 ily SO much too, you know tat  e e enjoy MUITO os nossos meninos la hoje, for the both of us  &lt;3",0
@speedyb I can't get that eminem album that u did for me to work ,0
discovered that Busch Gardens and swim meets back to back don't mix too well   Oh well.  At least she still came in 3rd in backstroke!!,0
"Soo Alice In Wonderland needs released like.... this year, not 2010. Really cool guys.... ",0
 I think people get out of bed in the mornings wondering how they can piss me off.,0
CAKE!! WE NEED CAKE! (Zacky needs cake) sad.. all the kids grabbed the cake toppers before Breanna  That's not right! it's her bday too!,0
is very excited for tomorrow yet so sad at the exact same time. ,0
says being back at work is no fun.  http://plurk.com/p/11wnkn,0
Just played with Puppy*nix for awhile... it's just too stripped down for me.  I don't like seamonkey either,0
so incredibly stressed out  ; don't let em get inside of your head. sometimes you find its better black &amp; white.. &lt;/3,0
i really cant handle another week at school !! so much homework to be done  cant i just take a day leave or summit ?,0
@alf_fified nahhh assist niaa! Eh one day we play soccer lah..oh btw tue i cant go trng! got work in the evening ,0
@TheExplodingBoi White wine reminds me of vinegar ,0
@DanielFielding Continue to ignore!! Stick head in sand!!! Poor u ,0
"I've had to dep all my gigs out this weekend due to my neck/back  Never had it this bad before, getting old, time for yoga/chiropractor.",0
"Friends asking to join the adventure, i'm not feeling well. Hate to miss all the fun and adventure ",0
Still not got a new debit card!  One is not amused!,0
"spedi have left the jungle, that means no more drama  not even worth watching now :S",0
@RespectMileyC I stil want to! but have u heard bout the Attacks on Indian Students? so my parents dont want me to go there nemore ,0
freezing  too cold to get changed,0
@ithinktooomuch I don't have much of a life either ,0
"Stayed in the garden all day and didnt tan, But i had funn, and got school on monday and theeen i got to get readyfor exams ",0
why is it so difficult putting games on my blackjack foneee??? ughhh so annoying ,0
Tired. One more day of work. Tomorrow is the busiest day for our team though ,0
My Twitter's page background is gone.  I don't know why.  Or is it just my computer?,0
@geekgirldiva Aw dang! It's rainin'? can't tell you how much i miss regular rainfall. ,0
done tweeting for the night. gonna watch the rest of SNL and then its bed time. Brunch in the morning... gosh i hate mothers day. ,0
@DarlingNickieB daaannnnggg you dont love me no more?? ,0
"I can't believe I'm at work on a day like this, it's glorious outside again and I'm in a tin can ",0
i started to argue with a substitute today in class.....shit it was priceless oh by the way...she gave me detention..blah ,0
@roxiijonas  I hate people who say that.If they were fake they just plain wouldnt be wearing them.I get why you talked about sex now.,0
"didnt go to the beach because had to get the cell data package covered, 2 hours later ",0
"@lisalent  I am thinking of putting together a package for couples to elope on the central coast. Need a few photographers, interested?",0
"[-O] wishes he could go meet Spock, Archer etc in Milton Keynes today  http://tinyurl.com/on9mgu",0
Had my twitter account 'suspended' - i think for reporting on the worm and linking to a story about it w/ URL.  Excuse me for sharing! ,0
In a car with joe and Blake for theft few hours ,0
"my last music dinner  had a great time beforehand with samanthaaa, nikita, and melanie. im going to miss all the amazing friends ive made!",0
Gotta love the bloody NHS!!!! ,0
"@darla75 Hi Darla, glad its warm in Miami. Sounds beautiful! It's cold and drisly in Sydney today.   I am looking forward to your tweets.",0
i lost 2 followers...what did i do wrong?? ,0
last day of intramural soccer...forever.. ,0
"@iamlittleboots someone thats not as good as you... now, that WOULD BE hard to find ",0
I can't sleep! Got to go to class at 8 am and I am still up. ,0
@LaurenConrad's last episode ,0
@CelestialAxis I feel for the Muppets skinned to make that dress  #sytycd,0
RIP Grandpa.  You will be deeply missed by all of us. The wealth of knowledge you brought to the medical community was immense.,0
 I have to wake up early tomorrow,0
why won't twitter let me block people  migraines are the worst. anyone fancy going to work for me? no? didn't think so,0
"Can you say sunburn? Dammit, I can. Why didn't anyone warn me before we go out on a boat in the sun for 2 hours? ",0
Had my annual review yesterday. No raise. Salary raised has been frozen for months now  I am grateful I still have a job though...,0
fml. why don't any of my friends have money? we can't do anything. danny can't evenm afford a damn movie. i so damn bored ,0
@theladywrites Indeed it is.  Wishing you and your husband and all others healing...,0
@mohax you didn't hear.. I lost 7 regions worth of data today. Hard drive failure. I did NOT have a backup.. no place to backup to.  ,0
"@NitaBonita One little thing, huh? How was the Sunday School Appreciation dinner?  I'm sad I didn't get to go for nothing.  ",0
@onelewis ive go this unfortunate thing called work ,0
noooooooooo Your iPhone cannot be updated at this time because the activation server is unavailable ,0
Feeling the effects of Muscle in a Month  Weight is up but feeling beaten up - 14 days to go!,0
life sux real bad  and its not my falt ):,0
Wish I was at #Mesh09 ,0
@azanutta it's not getting done today.  but I DO have this: http://is.gd/15wAF it's what it's GOING to look like,0
i hate that bitch!! ,0
@iyacastillo hey ya iya!  miss you! ,0
Bad News: I haven't been able to find my ring all day  Good News: I had a really nice time with Gemini!,0
Oh..WOW...!! :O the moon looks sssoooo BEAUTIFUL!!!!! I could stare at it till forever.. I just wish I had someone to share it with.   ...,0
screw this happy outlook bullshit. i am sick and tired of life giving me the fuzzy end of the lollipop. fuuuck ,0
@Brieannnn i wish you were on againnn  i was cleaning,0
@iNISHA_ my heart is broken  can u bring my sister back please and THANK you idk who u r!!!!!,0
aww... hot robot summer glau show is cancelled ,0
Afternoon everyone just playing some tunes while I work  *sigh* forgive me if no response but not on twitter - dm me anything good ,0
I'm having an extremely painful experience trying to get an Uncharted Multiplayer  Game  Code ,0
Doing homework ,0
Oh no...my lab is limping. Something wrong w/ her front rt paw. Must've hurt it on the long run today ,0
Wondering why @MrsClaus25 has blocked me from following her. I have been a good girl and @SantaClaus25 still lets me follow him. ,0
@VannyDel TOO  far away! ,0
Omfg! This training boring as fuck ,0
"@Live_for_Films Yeah its fantastic, bit of a blur of all three Evil Deads, some unnecassary CGI tho, instead of anamatronics. ",0
Okay I Was Going To Sleep; But Isabella's Crying Woke Me Up ,0
"wut is going on with all these shootings this month? My block last night, 3 in harlem, 1 in da bronx? it's gonna be a crazy summer ",0
should be asleep but i am not feeling well. in a bad high kind of way... need to stop for a while. ,0
"@spbloom The Banks, ACMA &amp; AHTCC have been doing a good job, IMHO, getting the numbers shut down. But it's a relentless cat'n'mouse game ",0
working on this beautiful Saturday ,0
"@acford I'm at home, working. ",0
@oOogabriela wat u doin my bad im mixin this song ,0
@Destini41 where do you think the otalia storyline is going? It looks grim according to that last couple episodes ,0
why is it so freaking hot in my room?  ,0
@gant75 are u serous. What did ur mum say? It's a disgrace. ,0
My throat hurts from all the coughing. ,0
's tummy still hurts ,0
@amytweets i am glad to hear you are all right i am very good thanks and i no it was very hard work i couldnt do  and i have been let  ...,0
"'that'll do' frames x 10 bought (Â£30!! - had Â£10!), shed load of mounting to do &amp; tinting of prints...gonna be a long long night!!! ",0
@ABBSound ??????? ????? ??? ???? ??? ??? ?? ?????????? ,0
"@CaliNative_70 Seriously after seeing some these crazy fan things, I worry for Rob &amp; Kristens saftey ",0
I think my ankle is messed up  ,0
Feenin for a little debbie nutty bar.... We always want what we can't have ,0
"@iamfacemelter Awesome, man!! Damn wish I lived down there so I could make it. Guess I'll have to settle for the YouTube video ",0
"@mattjorgdbb yeah, i know  But I've just kept tweeting #dontyoulove and #dontyouhate tweets whenever they come to mind ;)",0
"Going to Marysville Strawberry Fest old car show. Weather looks pretty iffy. Dang, no shorts today ",0
Waiting on Amber to get to my house and help me pack ,0
Morning  Bus replacement services today ,0
i think my laptops backlight has died oh noes! ,0
@caitiebecker Awww I'm sorry that you are sick!!  That's no good! You know what else is no good? That I didn't see you today!,0
I miss my A.B.  i cant wait to see her.. Doing homework blahhhhh,0
Lunch is over.  nose to the grindstone,0
aiming for exemption in at least one subject.  http://plurk.com/p/11x79f,0
TGIF... Hubby dragged me out to buy car parts. I am tired n cranky ,0
Watching skins &amp; eating toast...lonely ,0
@DegaDeals Good morning! It's overcast and rainy here. Looks like it's going to be that way much of the week. ,0
@davidmassacre I wish I could ,0
"@AirJeffreys  im sorry,but i think you would really be able to fit in suit case. come over and i'll put you in next to my underwear&amp;bras",0
@santanachamp This morning I was thinking about the @coldplay concert. Mine is still 96 days away  BUT I CAN'T WAIT!!,0
@simplymallory you be naht online D:  sighs  i am so busy with exam crapoles D:,0
"@starkness unfortunately, only the flash stream is working ",0
@vaporfox I searched Intellicig and came up w / 0 ,0
writing an alternate ending for a book that i read with my english class. writing it is such a pain. ,0
want to play bfheroes ,0
"Darnï¿½. I have just missed Damages on AXN! I wasnï¿½t even aware that Damages Season 2 has started  Btw yes, I... http://tumblr.com/xwx1wot2w",0
is somehow sick again...2 days till my exam..wonderful timing ,0
Too tired to smokeee ,0
"It is a growing problem, happening to such innocent girls ",0
very tireddd ,0
grrr got an exam tomorrow and i don't know anything ,0
"Summer school is not fun  im tired of all this fucking work, and its cold",0
It going home today ,0
good night losers...have to wake up early manana ,0
i wish i have a brother ,0
@nick_carter Why won't you accept my friend request @ nickcarter.net?  Don't you want to be my friend?! #NC,0
@CarpoCarp im not even a fan but i am even jealous...buy it off u for a tenner..... i dont even have a tenner  tld u tings wud luk up,0
Moving yucky!!!! So tired.  12 hours of moving and still not done. I am not the little red hen ,0
"@cindylake lmfao, touche` mam... but yeah you're starting to scare me, like in all seriousness ",0
Woke up to a brand new mini jack cable being breakfast to a Jack Russel. ,0
Grrrr! Reverb!!!!!  will I ever be as good as Jonny Buckland? Maybe I need a jazz cigarette like the one he had in &quot;Away Day'!?,0
My cousins are more like brothers and sisters today im going to visit my cousin mike in jail    i still love him!,0
&quot;Bye Bye&quot; Cleveland......  ***Sassy***,0
I love Disney movies but Up is soooo sad ,0
@jOrgyLiCiOuS  we were able to watch it.... but we wanna replay it..  my fam's in bohol right now!! i'm jealous ,0
ok. off to bed. big day of immigration tomorrow. ,0
"Biceps hurt so good. Legs (they've only just recovered), back and abs today. But will have to wait until after work. ",0
Meetings are like mold. Some are harmless and some are insidious and deadly ,0
ohh and missing all my brownheads ,0
Aw no izzy from greys is dieing. She's one of my fav characters  hopefully they find some miracle cure before it's too late!,0
"@KristenJStewart good good, i bet he gets pretty irritated when people attck him, poor rob ",0
Trying to unravel a snafu with my record of employment ,0
Think I just fixed my sticking home button...with a piece of blutack. Nuts! There goes my excuse to get a 3GS. ,0
@Netra Saturday morning? Aw crap I am working. Oh well. You guys enjoy the movie ,0
disappointed ,0
blackberry is sick ,0
http://twitpic.com/7xdb1 - Time to make the brim! Its a bad pic ,0
got to baby sit tomorrow.  *Princess*,0
http://twitpic.com/7oiqc - last day ,0
@mustloverazzles you did? :&quot;&gt; show me later! have to go to the grocery. ,0
All day I've been waiting on the WAS vs CHI game! No vid feed! Damn you WNBA! ,0
"Rainy weekend.  Just TV and food, no golf  ",0
- I have to miss out on the Nashville night  at least there's a Grease double feature on tonight...haha,0
@afreshmusic BORED AND SLEEPY ,0
@SoDwn2Mars u are too much..chicken heads be quiet..haha..we don't hear that in Miami..totally missing NY..need 2 go back home!! ,0
@Boss545 Oh damn babes. Couldve got my hug and kiss ,0
MY STUPIIIEEEDD BLACKBERRYY TRACK BALL WONT GO UP AND RIGHT :&quot;( ,0
Yay after a year i finally have a new wish at 11:11!! My other one never came true though ,0
"parents still get Bmore Sun delivered, saw it on the lawn today and it looked soooo flat and thin and sad  ",0
I've had a cold for the past 3 days  Hope it isn't Swine Flu!!! Need to get better for @cchana stag!!!!,0
"Virus is going in reverse now, god my guts hurt ",0
@edythemighty sorry your dog is sick ,0
@danielsnyder Well that is exciting for you but sad for me ,0
@xxAleksxx aww well yeah at least ya won't be goin on your own. i went to see Beyonce on my own..it was cool but lonely ,0
@shaunie02 kk!! Girl I have the worse wrk schedule @ hospital this wk thurs-sun 2-10...ugh and tomorrow off this weds tho ,0
"@deighe_d yeah, Twitter lately = EPIC fail  ",0
@luv_beer &gt;___&lt; I'm here :-&lt; Last time I went to shool T^T And when my class finish ~ It's raining heavily   I hate the rainy days (,0
@OhDerek aww yay sir! dont try to play it though. it wont fucking work ,0
havin a beer-can sandwich then headin off for dover  all for a lil buffet and a moonbounce! no way in hell am i wearin a sumo suit!,0
@kimtv too bad for the camera  My friend took some good pics and vid footage. Will post it soon. Tonight South Rakkas Crew at Blue Dog.,0
@spicesierra sammmeeee minus the oil change  sucks!,0
@Jartuk I know dude. Very dissapointing. ,0
@stilettojungle thanks for the bracelet sale post!  So sad about your favorite Rope bracelet     http://bit.ly/qvWwy,0
"Can't take my test yet, cause my teacher isn't here  oh bio department you crazy kidders!",0
was so engrossed in a TV series that i ate too much ravioli and i wouldnt be surprised if i threw up right about now ,0
@MissTiffy  it was jus a coincidence then LOL... Cause I don't want no beef with u ,0
watched like the last 40 minutes of 'the english patient' as ralph fiennes carries kristin scott thomas out of the cave - so sad  gnight!,0
Swimming at the university is out of the question; pool is way too hot. Will have to wake up at 5:30 to train. ,0
@foxandfriends I've worn a charlie brown costume before.. i feel his pain.. ,0
@aaroncarter7 Aaron that kinda breaks my heart.  #AC,0
Pea and Ham Soup Recipe http://bit.ly/tkpZ9 My favourite soup! Pity I tend to eat it tinned ,0
@shelliwazzu ME!!!!!! but u live far away from me so i cant... ,0
@YaniraRios 4real me no likey at all ,0
"Young sparrows, please note. Don't come indoors. ",0
"okie peeps im leavin d twitter buildin..see ya kayle, megan, alex! nite nite to u all, n have a nice day tomm!! eeeeks monday back again ",0
The dog got into a RAID Outdoor Ant Spike this morning. Reseashing the harmful effects of Abamectin at the moment.  ,0
gotta write 15 pages about witches in the middle ages by thursday ,0
Sigh. Made the mistake of stopping at end of sequence on Fri - having trouble picking up where to go next   Bad girl! Always stop mid-,0
@mileycyrus either way it really sucks. ,0
http://twitpic.com/6aq9o - this is an evil game...I can never win ,0
@nyfritz The concert was pretty awesome. Their banter and interaction with the crowd was even better than the music. Sad about One-Acts. ,0
I AM SO SORRY! &amp; YOU KNOW I MEAN IT ,0
Fuck. Another funeral. ,0
i want some In N Out ,0
I have had no luck with #squarespace yet ,0
@yaniqueyen yea hopefully  i going on a interview thursday tho hope i get d job,0
"@LiveArtliFe well, if I had more folks on BBM, I would use that. I have an app that I use for all the rest but it kills my battery ",0
@Chris_Gorham Oh my god this show is way too stressful! But I love it so much! Ahhhh Cal don't die! ,0
"UP, my eyes hurt ",0
@Mnizzle now its my turn to be @ olc. Nederlands sucks. Just as the rain! I had to run from G to my locker! I forgot my books ,0
is wondering why this migrane is not going away! ,0
@cocosworld I can't view via blackberry!!!! ,0
Sleepy time - working tomorrow. ,0
"Ok, back to th books. ",0
"xboxe3 I missed the live video feed, I need to catch up with GameTrailers but another new Halo! But it'a not Bungy ",0
loves and miss dOnny.... where's he?  http://plurk.com/p/12445r,0
i sliced my finger ,0
@latinaginna Fire destroys Teany!  http://tinyurl.com/mxwqfr,0
"Palm Pre na officiÃ¡lnÃ­ch obrÃ¡zcÃ­ch vypadÃ¡ pÄknÄ, v reÃ¡lu to uÅ¾ takovej hezoun nenÃ­  http://yfrog.com/5i2rhj",0
Cell phone lot listening to radio disney waiting for my parents. Soon the questions and ridicule will begin. ,0
@SimplyMarben sad you cant join me either babe  i miss you man!,0
im very excited for kennethy cohens party on friday then billie schaubs going away party on saturday  dont move to chicago billie!!,0
@tatylicous I wanted to dance with you awwwww  LOL LOL maybe next time I just wasn't going to leave my friend that's why I'm not like that,0
band customisation in Unplugged is there...but not in-depth enough to let me put specs on my dude ,0
"@dempsterbeach land of the lost was disappointing? how sad, que triste ",0
"um im ubber confused, &amp; yes it's over a boy  grrr! lol anywho, im super excited cuz this is my last FULL SCHOOL WEEK! =S",0
I miss Larry (my spaniel 1994-2006) Nala  (my rottweiler 1994-2006) ,0
Funny having a salad at a wawa listening to 104.5 and i'm not in Philly  those were good days...,0
my cat finished giving birth yall!! 1 was premature  was so sadd :'( She had 7 very healthy babies tho!! anyone wants a kitten loll holler,0
@Bri93irB @pattyriciax3 I miss her. ,0
"its 8 22 am, im so tired work for 6 hours  plus i have an interview thing which i cba tbh xx",0
My iPhone is at home!  ... I am still at work. ,0
"Better, just lots and lots of rain now.  were back upstairs now. REALLY humid ",0
It's hot.  Kinda wishing I did this. Bummer. Gotta make the best of it.,0
I wish I wasn't awake right now. ,0
By @maddy2101 ich bin zu doof fÃ¼r cal  #-Typo3 #Extension,0
Gaaaaaaaaaaahhh. Sims 3 fail  My laptop doesn't have enough GHz or summat. Pff.,0
decided to stay in toniiight cuz papa is sick.  his health is more important than anything else.,0
Slept too late to go run this morning.  ,0
Why oh why is it that my train is always &quot;delayed&quot;? ,0
tired...wish my niece is here now! ,0
@omgxitskatiexx  I want the real Adam!,0
my good mood has gone this fucking job ,0
So about how demi is playing in philly tonight and I won't be there ,0
"Invincible 63-  I knew it was coming, but still...For a second there I thought it was all a red herring for an even crazier death!",0
on train home.  Train full and lots of drunk men in carriage.  This is going to a long journey ,0
half time. i think chelsea will pull another goal ,0
cannot sleep. ,0
Keeps seein g the same hashtags over and over and just doesn't know what they mean.. ,0
going to my softball gameee. were probably going to lose to. oh well. ,0
i hate it when my bff is groundedd  boooooooooo,0
I think @Cztron made me sick this morning LOL  ,0
I lied... no food. ,0
@LaurenConrad the hills will soo not be the same without you ,0
"so I need to have that I dream of Jeanie power where I twitch my nose &amp; I'm transported somewhere else, oh Idk lets say SUMMERJAM09! ",0
"@syeelamarlina s-ma... my hp telah meninggal dunia.. sedey..   anyways, howd the interview go?",0
@khal awww  may she rest in peace.,0
im gonna be up allll night  damn my procrastination!,0
did anyone see an article on garden chicken keeping in the Telegraph over the weekend (or today)? Can't find it anywhere ,0
@pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world.,0
I am troubled a little. ,0
@ikaikatilton not too well. I'm miserable. But I don't know how else to look at it right now. ,0
@AnissaMayhew I didn't get any of your $. ,0
@rjtoronto Is your monthly bill more than $100? Apparently that's the deal I think...I'm at $85 ,0
@IanHanlon Me and Scobz goal is to get a celeb to respond to one of our tweets before we go to sleep.  I may not get any sleep ,0
"Hull KR v Warrington; awesome game, awful result  can't believe wer outta the cup it feels like xmas has been cancelled!!",0
"@perezhilton who cares about Adam's sexuality, geez, so sad ",0
"In work! How nice is it outside? So Lovley! Can't even go sit outside, i'm burnt and don't want to make it worse  x",0
In cooking - well i'm not  my sunburn is peeling ! It really hurts !,0
Another day of work...no photo shoots ,0
One thing more I think I'm on a wrong place on earth for twitter  naja ;),0
thinks its revision time ,0
"not really loving the new apple MacBook trackpad thats one huge button, it makes highlighting text nearly impossible.  x",0
"Awesome day and beautiful wedding. bride &amp; groom walked into reception waving pens towels &amp; chants of lets go pens, sadly, it didnt help ",0
"Um. Fuck. Colorado State, UCF and UA all begin accepting applications in July. I don't want to slave away on those now! ",0
is at church waiting for friends to show up ... Where are my peeps ,0
I hate long car rides it kills my back ,0
processing claims.....and doing monthly reports..and am sleepy....... ,0
is missing the sun again. Stuck in a windowless office. ,0
is at the dentist ,0
@VtgRoseClothing absolutely but it won't stop raining here ,0
is looking forward to sleeping in her own bed tonight but wish sam was with her ,0
"@whoatherekris oh,  eww, you should've been invited!! you were an awesome stage manager! ",0
I don't wanna do homeworkkkkk. ,0
tired and grounded until tomorrow. ,0
@greekdude  Sorry to hear that. All the best with your exams though.,0
@claireekersey me too ,0
@theblish Socials ,0
@jayTOH lol no i was just dreaming. there is no such game in this world right now ,0
"@dougiemcfly own,don't do that,i'm sure it wasn't it's fault ",0
"@Esko Gamefly makes me sad.  I  usually only get the last game in my queue... which, obviously is the least desired. ",0
not enough Mass Effect 2 ,0
@nicholas1991 i miss you  haha i think selena parker sounds better than selena gomez [;,0
seriously wants to not live anymore. ,0
picking up Elina from the grandparents! i cant wait see her! i miss my wife i wish picking her up too  but shes working.,0
FastReport.Net still doesn't support dot matrix reports ,0
@semanticist You must be a good customer.  I failed a credit check for a Â£10/m phone contract. ,0
@IreneKoehler but darnnit we didn't get to connect yesterday Irene!!! ,0
morning. exam today eek ,0
@tommcfly hahaha aww poor gi! take me take me! i want to gooooooooooooooo! ,0
taylor lautner's gonna be at the mmva's...i really want to go ,0
Was working most of the weekend  But got out for a short Kayak trip to Island Eddy yesterday.,0
gah its raining!  i dnt wanna wait 4 the bus.,0
"Wow, really tired and unmotivated today. But those neurons will not get counted by themselves.  At least, I managed to eat my lunch! ;-)",0
@mojoey  Sorry you had a bad day. Hope yer night is better,0
@heidimontag : i dont know im in the UK so isn't out here yet  so jealous,0
@icaruswingz  The cunt.,0
Wishes blackberry had as many apps as iphone! ,0
@Stefachino adslfjkaeoiaadsf. i miss my stef... ,0
@TwiNews_Mickeyd Totally agree with you! I was 1 of those who didn't go b/c I thought they left ,0
Go Leo! $10M in my bank account and I'd be gapping it too. Mind you I spose the rest of us will pay for Westpacs stuff up in our fees ,0
fed should win. I miss my rafa ,0
My hair is bad today ,0
I duno how to work twitter  x,0
Damn! It's 00:51 and I wanna be tired but I'm not ,0
"Just had a nightmare that Porno Man shot me.  But we weren't in the library, we were in some sort of family drama show.  Now can't sleep. ",0
@officialmgnfox ,0
i wish i could get a palm pre  too bad im an employee and have to wait forever to get one.,0
"and again, i miss my friends ",0
"Im still really worried, that i havent 'tweeted' that much  will start again tomorrow",0
@valinyaozhen I WISH TOOOOOO! haha. but i'm honestly really scared to go back to school now...... ,0
I dropped one of my iPod earphones in a glass of water ,0
Tuesday's Further Maths is going to be the death of me     (save me please     ),0
"@orangecatblues Ugh, flea goop and THEN getting washed IN WATER?!? Poor Loki. ",0
"@ir0nisland Lol. ... I wish I could help 'ya, but my connection's really slow already.  Maybe when I change ISPs. ",0
@petraklimesova grrr i STILL haven't been there ,0
